Product Name,Product Spec
Remedy Drinks - SODALY Guava Prebiotic ACV Carbonated water drinks (250ml x 4),250 ml x 4
Volvic - [12PCS] Natural Mineral Water 1.5L 3057640257858 [Parallel Goods] #Volvic #MineralWater,1500ml * 12pcs
NESTEA - Nestea Lemon Tea - full case (315ml 6 Cans) x 4,(315ml 6 Cans) X 4
Asahi - Asahi [Full Case] Lipolysis Green Tea 2L x 6 4514603308105 expiry 2027/01,2L x 6
Vita - Vita - Full Case Low Sugar Chrysanthemum Tea (250ml x 6) x 4,
Lipton - Taiwan Lipton Original Milk Tea 300ml x 6 packs,
"Binggrae - 【Full Case 24 Bags】Korean Strawberry Milk 200ml (Fresh Skim Milk, Korea's No.1 National Brand)",200ml x24
Vittel - Vittel Natural Mineral Water Original Case (330ml x 24) | Balanced Minerals | Parallel Import,24x330ml
Remedy Drinks - Sodaly Blood Orange 4 X 250ml,250ml x 4
Teisseire - Blackcurrant zero sugar syrup｜No.1 in France｜Made in France,600ml
KIRIN - Afternoon Tea Lemon Tea 1.5L x 2 bottles 4909411086312 expiry 2026/08,1.5L x 2
watsons - 原箱  屈臣氏無招紙蒸餾水 原箱 (24x500ml) #FPP 40600 WATSONS Sleeveless Distilled Water#新舊包裝隨機發貨,
Tao Ti - Tao Ti Honey Green Tea - Full Case (250ml x 6) x 4,
"Mindful Sparks - 【Gift Box Set】NOBLE TRUTH - Cranberry Rose Sparkling Tea 750ml (Caffeine- free, Alcohol-free, Rosé )",750ml & Gift Box
Boring - 【2Pcs】Barista Grade Oat MIlk (1L)【Best Before：03/2027】New Zealand oats and no added sugar,新效期 1瓶1L（2瓶裝）
HealthWorks - 原箱  健康工房山楂蘋果飲料 原箱 (24x 250ml) #720996  HealthWorks Hawthorn Apple Juice Drink,
Gevity - 200g- Natural Grass Fed Beef Bone Broth Body Glue (GO PACK POUCH) Best before Nov 2026,200g
Waterloo - Raspberry Nectarine Sparkling Water | 6 cans | Best Before  15 Jan 2027,355ml x6
椰樹牌 - Coconut brand [6 cans] Coconut Palm Coconut Juice Drink (canned) -6x245ml parallel imported,6x245 ml
iF - if - Full case Aromatic Namhom Coconut Water (350ml) X 24,
"BREMNER'S - 原箱 加拿大BREMNER'S 100%純石榴汁 原箱(12x100ml) #01235 100% Pure Pomegranate Juice  (抗氧化, 無添加, 不含防腐劑)#新舊包裝隨機發貨",
evian - Evian Natural Mineral Water from France - 6x1.5 liters parallel imported Random Packaging,6x1.5 L
KIRIN - Kirin [Japan Green Tea]-Zero Caffeine Nama-Cha Green Tea – 6 Bottles x 430ml / Parallel Import,6x430ml
Sarsae - 原箱 沙示汽水飲品 原箱(罐裝- 24x330ml ) #33392157 Sparkling Sarsae Drink 屈臣氏,
watsons - Distilled Water 430ml【Best Before: 12/2027】,430ml
可口可樂 - Coca-Cola Zero Sugar  [HK Version] 330ml x 6 Cans Carbonated Drink Random Packing,6x330ml
evian - [Dealer's Goods of HK] [Full Case] 玻璃樽裝 France Evian Natural Mineral Water (750ml X 12) (冇氣),750ml x 12
SINGHA - Shengshi [3 Glass Bottles] Comb Water -3 x 325 ml (new and old packaging randomly sent) Parallel imp,3x325 ml
Yumthé - Floral Harmony & Rooibos - Chinese Herbal Tea,2g X 15
watsons - Distilled Water 800ml【Best Before: 01/2028】,800ml
San Pellegrino - San Pellegrino - Italian Lemon Flavored Juice with Soda (Canned) - Original Box 24x330 ml with Gas,24x330 ml
Fever Tree - Fever Tree Tonic Water TONIC WATER (Lightly) (Bottled) 24x200ml (Parallel Import),24 x 200ml
"OATLY! - 原箱 行貨OATLY!開心果味燕麥飲品 原箱 (6x1L) #62213  OATLY! OAT DRINK PISTACHIO #BEST BEFORE13,OCT,2026",
SUPER LIT - Fullcase -  Instant Bulletproof Coffee 10boxes - Slimming Meal Replacement/Keto diet,10boxes(15g*10packs)
ITO EN - Japan ITO EN Tully's Barista's Sugarless Café Latte Bottled - Full Case 370ml/ Parallel Import,24x370ml
"MAMA'S WORKSHOP - Chuanbei, Chenpi and rock sugar stewed lemon (310mL per bottle)",310mL
椰樹牌 - 椰樹牌 Coconut Palm Coconut Juice Drink Canned - Full Case 24x 245ml,24x245毫升
CHI FOREST - Chi Forest - Free Water [Red Date Goji Berry Water] Original Box 15x500ml,15x500 ml
NESTEA - Nestea Ice Rush Lemon Tea - full case  (250ml X 6 ) x 4,(250ml X 6) x 4
Asahi - Healthy Style Non-Alcoholic Beer 350ml x3 (#067023),350ml x3
Nongfu Spring - Nongfu Spring Changbai Mountain Natural  Mineral Water (Sports Cap) (Original Box) 24 x 535ml,24x535ml
Sarsae - Soft Drink (330ml x 8),330ml X 8
Perrier - Perrier Lemon Flavored Natural Aerated Mineral Water (Can) - Original Case 10x 250 ML Parallel Impor,10x250ml
Nestlé - PURE LIFE AIR MINERAL Water - Full case 600ml x 24 (Parallel Imported Products),600ml x 24
Vitasoy - Vitasoy - Full Case Calci-Plus Hi-Calcium Original Soya Milk (250ml x 6) x 4,
Acqua Ale Water Mineral Water (plastic packaging) original box 24x520ml - parallel import,24x520 ml
Asahi - 原箱 日本版ASAHI朝日Wonda微甜咖啡 原箱 30x185ml #3360912 Mild Sweet Coffee #新舊包裝隨機發貨#Random for old/new packaging,
Oronamin C - Olemi C - Sports Energy Drink [Original Box] 24x120ml - Parallel Import,24x120ml
ITO EN - Fat-reducing thick matcha green tea powder Either hot or cold 80g Parallel import,減脂濃抹茶綠茶粉 80g
SINGHA - Shengshi [8 Glass Bottles] Comb Water -8 x 325 ml (new and old packaging randomly sent),8x325 ml
Shirakami - Shirakami Mountain Mineral Water 500ml Bottle x24 (1 Box),
Vita - Vita - Full Case Cold Brew No Sugar Tie Guan Yin Tea (860ml ) x 12,( 860ml) x 12
Suntory - Natural Mineral Water Orange & Mango Mixed Juice Drink Bottled – 6 Bottles  x 600ml-Parallel Import,6 Bottles x 600ml
7up - 原箱 輕怡7up七喜汽水香橙檸檬味 原箱 (24x330ml) #13212020 7up Free Lemon & Clementine Flavour Soft Drink,
Chang - Thai Elephant Chang Soda Water 0 Fat 0 calories Refreshing (6 bottles)-Parallel Imported,6x325ml
Nongfu Spring - Nongfu Spring [New Product] Natural mineral water (sports cap)  Full Case 24 x 535ml Random Packing,24x535ml
HOKKAIDO KUROMATSUNAI - 【Full Case】SUISAINO MORI Water 2L(6Packs) (Packaging May Vary)(EXP:2028.03.30),2L x 6
Authentic Tea House - Authentic Tea House - Yunmo Japanese Green Tea (No Sugar) Hong Kong Official Version -24x500ml,24x500ml
Vitasoy - Vitasoy - Full Case Calci Plus Hi-calcium Oat Soya Drink (250ml x 6) x 4,
Chang - Chang Soda Water [Glass bottle] (12 bottles) 12x325mL# Soda water # Thai soda water # soda water,12x325ml
"HUNG FOOK TONG - [Full case] Low sugar ""candied dates"" Prunella vulgaris (500mlx24) [原箱]""蜜棗""夏枯草BBF:13-12-26",500ml x 24
"BREMNER'S - 100% Pure Cranberry Juice 100ml (2Bags)(No Additives, No Preservatives)",100ml x 2
星巴克 - Chocolate Hazelnut by Nespresso®  [Applicable to Nespresso Coffee Machine][D53]EXP:21.11.2026,1 box x 10 servings
watsons - 原箱 屈臣氏蒸餾水 原箱 12x1250ml (1.25公升) #FPP40660  Watsons Pure Distilled Water #臣之水,
ACQUA PANNA - Acqua Panna Italian Natural Spring Water 12x250ml Glass Bottles | Old/New Pack Random,12x250 ml
星巴克 - [N6843] Breakfast Blend by Nespresso® [Applicable to Nespresso® Coffee Machine] [C30] [Random pkg],1 box x 10 servings
Asahi - PLUS Calpis Amir W Yogurt drink 100ml x 30 (Full Case),100ml x 30
CHI FOREST - Chi Forest Vitamin C Orange Sparkling Water 480ml×15 Bottles | 0 Sugar 0 Fat 0 Calorie,15x480ml
"BREMNER'S - 原箱 加拿大BREMNER'S 100%純蔓越莓汁 原箱(12x100ml) #4001228 100% Pure Cranberry Juice(抗衰老, 增强免疫系统) #新舊包裝隨機發貨",
SANLIN - SANLIN 100% Thai Coconut Water 12x330ml#NoAdd#NotFromConcentrate ReadyToDrink ParallelImport,12x330ml
Whittard - Parallel Import Whittard Hot Chocolate Powder 350g Can (BB Aug 2027),350g/罐
CARMIEN - Rooibos Tea Carmien  Caffeine Free 100g Best Before Date: 28/08/2027,40 bag
You C1000 - You C1000 Vitamin Health Drink Lemon(Glass Bottle) - Full Case 30x140ml,30x140ml
evian - [Dealer's Goods of HK] [Full Case]  膠樽裝 France Evian Natural Mineral Water (1L X 12),1L x 12
Blendy - Instant Soluble Coffee 30Pcs Carefully roasted pressure rich flavor aroma Mixed Vietnam/Laotian bean,
星巴克 - Starbucks Soft Vanilla Latte Espresso Liquid Independent Packaging Instant Coffee # Parallel Import,
Asahi - Asahi [Full Case] Lipolysis Olong Tea 2L x 6 4514603307818 expiry 2026/10,2L x 6
奈雪的茶 - Naixue's Tea Dark Plum Lemon Tea (Low Sugar) (Paper Packaging) 4x(6x250ml)-Parallel Import,24x250ml
Nongfu Spring - Oriental Leaf Sugar Free Jasmine Tea (Bottled) 6x500ml (Parallel Imported),6x500ml
Bonaqua - Mineralized Water (100% Recycled Plastic Bottle) 1.5L PET 12P,1.5 Ltr x 12
CHI FOREST - Chi Forest Grape Delight Flavour Sparkling Water- 480ml,480ml
Tao Ti - Authentic premium - Full Case chrysanthemum oolong tea (250ml x 6) x 4,
VICTORY - Victory Natural Water Pure Forest Bottled - Full Case 2L,6x2L
VPLUS Lifestyle Shop - #28 Italian Cheese Grapefruit Chocolate Espresso Beans #Golden Bean Award Coffee Beans BBD:13 MAY 27,120g
BLUE DIAMOND - Almond Breeze Unsweetened Barista Blend 946ml x 3 #Vegan #almondmilk,咖啡師杏仁樂
SANLIN - Sanlin 100% Thailand Coconut Water SANLIN Coconut Water -   1 liter-Parallel imports,1000ml
Tao Ti - Tao Ti Supreme Osmanthus Green Tea - Full Case (250ml x 6) x 4,
Sanitarium - So Good Regular Soy Milk  at least 3month shelf life,1L
CHI FOREST - Chi Forest Grape Delight Flavour Sparkling Water [15 Bottles in Original Box] - (15x480ml),15x480亳升
"星巴克 - Starbucks Velvet Latte Flavor Coffee Concentrate, Portable Instant Cold Brew Liquid",
"HUNG FOOK TONG - [6 bottles] Low sugar ""candied dates"" Prunella vulgaris(500ml x 6) 6樽 蜜棗""夏枯草BBF:13-12-26",500ml x 6
Vita - [Full case]  Distilled Water (700ml X 24),700ML x 24
Vitamont - Organic Pure Cranberry Juice (500 ML) | Best Before Date:16/05/2027 (D/M/Y),
Suntory - Natural Mineral Water Orange & Mango Mixed Juice Drink Bottled – Full Case 600ml-[Parallel Import],24x600ml
Vita - Vita - Full Case Tsing Sum Zhan Honey Lime Healthy Drink (250ml x 6) x 4,
BLUE DIAMOND - Blue Diamond Almond Breeze Unsweetened (Original) - Full Case 946ml,12x946ml
Authentic Tea House - Full case - Cold Brew Japanese Deep-Steamed Green Tea - Full Case 500ml,500ml x 24
Robiff - Robiff Oolong Tea_Full Case (500ml) x 24,500ml x 24
Lotte - [Full case] korea Trevi Sparkling Water (Lime Flavoured) (500ml X 20),500ml X 20
Binggrae - Korean Strawberry Milk Light 6pcs,200ml x 6
Vitasoy - Vitasoy -Full Case VitaOat Oat Milk (250ml x 6) x 4,
Volvic - [Dealer's Goods of HK] [Full Case]  膠樽裝 France Volvic富維克 Natural Mineral Water (1.5L X 12),1.5L x 12
AVALANCHE - (BBD:30/08/2027) 99% SF Flat White Instant Coffee Mix 14g x 10 (2723),
TAYLOR - 4 bottles x Taylor Deep Water - Green Plum (180ml),
Vitasoy - Vitasoy - No Added Sugar Soya Bean Milk (250ml x 6 ) x 4,
Tao Ti - Tao Ti - Supreme Meta Tea - Full box (No Sugar) (250ml x 6) x 4,
Vitasoy - Vitasoy - Full Case Malted Soybean Milk Bottle (480ml ) x 24,
Rabenhorst - RB009 - 4004192004255 Organic Beetroot Multifruit Juice 750mL No Sugar Added- Imported from Germany,
"Schweppes - Yuquan Schweppes Soda Water - 320ml x 6 cans(tall cans)｜No Sugar, No Calories｜Bubbly Level Imported",6x320ml
Vita - Vita - Full Case YSX Lemon Tea (250ml x 6 ) x 4,
San Pellegrino - San Pellegrino -意大利柠檬味果汁有汽水【6罐装】- 6x330毫升有气（新旧包装随机发送）,6x330 ml
AQUA Pacific - Aqua Pacific - Fiji Natural Deep Mineral Water [Original Box] 12x1.5L (Parallel Import),12x1.5L
Remedy Drinks - Australian Organic KOMBUCHA-Ginger Lemon 250ml x 4   (BBD DEC 2026或之後 or onwards),250ml x4
FRECIOUS Fuji - 原箱 日本版世界文化遺產富士山之銘水 原箱 (24x500ml) #170587/#170485 MOUNTAIN FUJI NATURAL WATER #行貨#新舊包裝隨機發貨,
可口可樂 - [9 Mini Cans Special Offer]-[Japan Made]-Coca Cola Original+Fanta Orange+Fanta Grape (3 Cans Each),9 Cans
Surf - [Japan Made]＊Tohobijin Tea Fragrant Olive 6 Bottles x 500ml - Osmanthus Oolong Tea,6 Bottles x 500ml
Daioni organic - 原箱 (藍色盒)MILK Daioni Organic 綠牛牛有機全脂牛奶 原箱(12 x 1000ml )  Milk Whole 3.5% Fat#新舊包裝隨機發貨,
"San Pellegrino - San Pellegrino [6 Bottles] Italian Natural Mineral Water with Gas - (Glass Bottles) 6x250 ml, import",6x250 ml
San Pellegrino - San Pellegrino (Plastic Bottle) Mineral Sparkling Water Italy - Full Case 12x1L,12x1L
Fever Tree - Fever Tree Indian Tonic Water (Yellow Can) (Original Box) (150mlx8)x3-- Parallel ImportEXP:2026-10-3,24x 150ml
HUNG FOOK TONG - [6 bottles] 6 Lemon Juice With Honey Drink (Low sugar) (500ml x 6 bottles) 爆檸蜜  BBF:6-3-27,500ml x 6樽
AVALANCHE - (BBD:16/02/2027) Café Style Caramel Latte Instant Coffee Mix 16g x 10(2662),
NESTEA - Nestea Honey Pear Tea - full case  (250ml X 6 ) x 4,(250ml X 6) x 4
ITO EN - Health Mineral Barley Tea 2L x 6,2L x 6
東鵬 - Eastroc Vitamin Energy Drink 250ML * 24 Bottles per Case Hong Kong Version Original Box,250ml x 24Bottles
Authentic Tea House - Authentic Tea House - Dahongpao Oolong Tea (No Sugar) Hong Kong Official Version (500ml x 6),6x500ml
MORIYAMA - Japan Moriyama Cocoa Drink 1000g x 1 (BBD : 2027.01.27) #ChocolateMilk #CocoaMilk #1L,
QQ Rice - Low Sugar_Black Soybean Milk_Made in TaiWan_12 bottles,
Sprite - Full case - Lemon and Lime Flavoured Soda (330ml X 8) X 3,330ml (8P X 3)
Fever Tree - Fever Tree Indian Tonic Water (Yellow Can) 8 x 150 ml -- Parallel Import EXP:2026-10-30,8x 150ml
ITO EN - Drink Black vinegar Functional Drink Health No addition to reduce fatigue 200ml X24P parallel import,200ML X 24PCS/件
Asahi - Asahi [Full Case] Lipolysis Green Tea 2L x 6 BBD 2027/01,2L x 6
evian - Natural Mineral Water (Dealer Goods of Hong Kong) Full Case (330ml) x 24,330ml x 24
ITO EN - Health Mineral Black Beans Barley Tea 650ml x 24 (Full Case),650ml x 24
QUEST NUTRITION - Chocolate Protein Shake 325MLX4 Best Before: 20/09/2026,1.3L
Relax Eat - Monk fruit With Allulose Sweetener  ⭕Bestbefore 03/2027⭕,400g
Nongfu Spring - Nongfu Spring - Natural Water - Full Case 4x4.5L,4x4.5L
Waterloo - Strawberry Naturally Sparkling Water | 6 cans | Best Before 17 Jan 2027,355ml x6
KIRIN - Fire Coffee Black coffee x 6,185g x 6
Nestlé - 3 IN 1 ACTIV-GO MILO Malt Drink 27g x 8 [C30],
Vita - Vita - Full Case Low Sugar Lemon Tea (330ml ) x 24,
CHI FOREST - Chi Forest - [Vitamin C Orange Flavor] Soda Bubble Water Original Tank 15x480ml,15x480 ml
Nongfu Spring - Nongfu Spring  Oriental Leaf Tangerine Peel White Tea Full Case  - 500ml x 15 Bottles,15x500ml
NESTEA - Nestea Ice Rush Lemon Tea - full case (480ml x 24P),(480ml PET) 24P
Red Bull - (Glass Bottle) Red Bull Energy Drink - 10 Bottles x 150ml,10 Bottles x 150ml
San Pellegrino - (Glass Bottle) Mineral Sparkling Water Italy -Full Case 【505ml】x 24 (Random Packing),24x505ml
You C1000 - You C1000 Vitamin Health Drink Orange 6x140ml (Parallel Imported)Random Packing,6x140ml
Fontana - [Full Case] Guava Juice - 1L x 12  Best Before: 08/10/2026,1L x 12
Volvic - Volvic Natural Mineral Water France - Full Case 12x1.5L (Random Packing),12x1.5 L
Pepsi - 百事 [日本直送] 超爽百事 [生] 檸檬可樂(樽裝)  Suntory 三得利 [平行進口] 6x600毫升,6x600ml
CHI FOREST - Chi Forest Vitamin C Lemon Sparkling Water 480ml×6 Bottles | 0 Sugar 0 Fat 0 Calorie,6x480ml
Pepsi - Japan Pepsi Nama [生] Cola – 6 Cans x 340ml / Suntoryペプシ 生 Parallel Import,6 Cans x 340ml
Asahi - Asahi [Japan Tea] - Lipolysis Puerh Tea & Oolong Tea Pet Bottle -6 Bottles x 600ml,6 Bottles x 600ml
Suntory - 三得利 Tokucha iemon Premium Green Tea 1000ml x 12 (Full Case)  賞味期限：2026年11月30日,1000ml x 12
Suntory - Suntory Jasmine Oolong Tea (Sugar Free) 15x500ml Random Packaging,15x500ml
Nongfu Spring - Oriental Leaf - Unsweetened Jasmine Tea (Bottled) 6x335ml - Unsweetened Tea - (Parallel Import),6x335ml
Vita - Vita - Full Case Mango Juice (250ml x 6 ) x 4,
POCARI SWEAT - Baokuangli Water Special [8 Bottles] Electrolyte Supplement Drink -8x 500 ml Parallel Import,8x500ml
可口可樂 - Japan Georgia Low Sugar Coffee – 6 Bottles x 370ml/ Coca Cola / Parallel Import,6x370ml
Wakasho - Jelly Peach flavor Chia seed Konjac  (10 packs) parallel import,香桃味奇亞籽蒟蒻175g（10個裝)
NESTEA - 原箱 Lemon Tea 雀巢茶品檸檬茶 原箱  (紙包裝 -24 X 250ml) #08511990  Nestea Lemon Tea,
"OATLY! - 原箱 行貨OATLY!細支裝咖啡師燕麥奶 原箱(18x250ml) #136328 Oat Drink Barista Edition#新舊包裝隨機發貨#BEST BEFORE 16,NOV,2026",
Unleash'd ORGANIC - Organic Tomato Powder 1LB(453g) Green Superfood Support Nutrient-Dense Supplement,1LB(453g)
SANGARIA - SANGARIA [Japan Green Tea] Your Strong Green Tea Sugarless Bottle – 6 Bottles x 500ml,6 Bottles x 500ml
Fontana - [Full Case] Red Guava Juice - 1L x 12,1L  x 12
Perrier - Perrier Paris Natural Mineral Water (Canned) -12x330 ml Gas Parallel Imported,12x330ml
"Fever Tree - Fever Tree Light Elderflower Tonic Water Mini Can - Full Case 150ml (Expiry Date: Oct,2026)",24x150ml
"果子熟了 - Fruit Ripe -Osmanthus Oolong Tea (Bottled) 15x500ml [Original Box] - 0 Sugar, 0 Fat, 0 Carb",15x500ml
KIRIN - Kirin [Japan Green Tea]-Zero Caffeine Nama-Cha Green Tea Bottled - Full Case 430ml / Parallel Import,24x430ml
KIRIN - Fire Coffee Black coffee x 30,185g x 30
Suntory - 三得利 Tokucha iemon Premium Green Tea 1000ml x 2 賞味期限：2026年11月30日,1000ml x 2
vida - Vitamin C Kiwi Flavor Low Sugar Sparkling Water 325MLX4  #Soda #No Sugar #Tonic Water #Fitness,
TAYLOR - 原箱 TAYLOR泰勒 Deep Water Prune 西梅 原箱  (24x180ml) #0543602 딥워터 - 푸룬,
Teisseire - Hazelnut Syrup｜No.1 in France｜Made in France,700ml
可口可樂 - Coca-Cola No Sugar - Full case (2L) x 8,(2L) x 8
"Nongfu Spring - Nongfu Spring Natural Water (Hong Kong version, official import) (Original case) 24 x 380ml",24x380ml
奈雪的茶 - Nayuki Lemon Tea Drink Low Sugar 250ml x 12 - Parallel Import,12x250 ml
Vita - Vita - Full Case Lemon Tea (330ml) x 24,
Sanitarium - 原箱 澳洲Sanitarium So Good Soy Milk 荳奶(原味) 原箱 12x1L #52510223 SO GOOD Soy Milk (Regular),
Schweppes - 原箱 Schweppes Lemonade Soda玉泉有氣檸檬水(藍黃色罐) 原箱(迷你罐-24x200ml)#08893867Old/New packing random distribution,
cocoxim - Organic Pure Coconut Water (330ml) x12,(330ml)x12
SANLIN - SANLIN 100% Thai Coconut Water 1L #NoAdd#NotFromConcentrate ReadyToDrink ParallelImport,1 L
watsons - Watsons soda water - full case (330ml x 4s) x 6p,
Black & White - [Full Case] Full Cream Milk 1L (Expiry Date: 16/11/2026),1L x 12pcs
San Pellegrino - 行貨 意大利San Pellegrino有汽天然礦泉水(膠樽) 原箱 12x1000ml Mineral Sparkling Water新舊包裝隨機發貨,
Quest - QUEST Coffee Flavor High Protein Milkshake 325ML*4 | Low Sugar and Carb | | Non-GMO BBF:  15/12/2026,
Sarsae - [Full case] Soft Drink (330ml x 24),330ml X 24
SANGARIA - Japan Sangaria Original (Sugarless) Black Coffee Bottled - Full Case 260gm/ Parallel Import,24x260gm
D&J - Brown Sugar Ginger Tea x 6 (Bundle offer),(250g/15pcs) x6
Suntory -  Japan Silky Boss Drip Low Sugar Coffee Bottled -6 Bottles x 360gm - Suntory / Parallel Import,6 Bottles x 360gm
CR C'ESTBON - C'estbon Drinking Pure Water (Hong Kong version) (Original case) 24 x 555ml,24x555ml
La Manna - 《SET#3PCS》Organic Rice Milk(Original) 180ml x 3PCS,180ml x3
"LDC - [Japanese Tea] LDC Black Oolong Tea No Sugar (Bottle) – Full Case 500ml, Parallel Import",24x500ml
Asahi - Asahi [Japan Coffee]-Wonda Koku-No-Fukami Low Sugar Coffee Bottled - 6 Bottles x 370gm,6 Bottles x 370gm
Lucozade - Lucozade - Full Case Energy Drink-Orange Flavour (325ml ) x 24,
ITO EN - Health Mineral Barley Tea 650ml x 24,650ml x 24
Sensa Cools - Herbal Lemon Tea_Full Case (350ml) x 24,350ml x 24
Remedy Drinks - SODALY Passionfruit flavor Prebiotic ACV Carbonated water drinks (250ml x 4),250 ml x 4
Vitasoy - Vitasoy - Oat Chocolate Oat Milk (250ml x 6 ) x 4,
marusan - Organic Pure Soy Milk Paper Pack 2x1L- Marusan 丸山 Japan Made Soy Milk,2x1L(1000ml)
Vitasoy - Vitasoy - Full Case Soya Bean Milk 250ml (250ml x 6 ) x 4,
SINGHA - [Full Case] Singha - UME Lemon Soda Water - Zero Sugar / 0 Cal. - 330ml x 24 (綠色),330ml x 24
Vita - Vita - Full Case Cold Brew No Sugar Tea - Jasmine Tea (250ml x6) x 4 (Random Packing),(250ml x 6) x 4
Asahi - Asahi [Full Case] Lipolysis Olong Tea 2L x 6 4514603307818 expiry 2026/10,2L x 6
"Kirkland - 原箱 6盒裝美國Kirkland有機無糖杏仁奶(雲呢拿味) 原箱 6x946ml#3008 Organic UNSWEETENED Almond Drink #EXP: 2,FEB,2027",
Bonaqua - Bonaqua - Mineralized Water - full case Label-less (600ml x 24P),(600ml PET) 24P
Red Bull - Red Bull Energy Drink Golden Can - Original Case 24x250ml 【Parallel Import - Random Packing】,24x250ml
S.Bernardo - San Bernardo Still Natural Mineral Water [Original Case] 12x1L - Parallel Import from Italy,Still 12X1L
[乾] ·⚡e⚡ Sicili Italy Acqua Dell'etna Tomarchio Organic Limona (275ml❎2 綠色 BIO檸檬味) 有機檸檬 有氣果汁,275ml x 2
Pokka  Sapporo - Chelated Lemon Drinks 2700 Citric Acid 155ml x 24 (Full Case),155ml x 24
Fever Tree - Fever Tree Light Mediterranean Tonic Water (Blue Bottle) 8 x 150ml - Parallel Import EXP:2026-10-30,8x 150ml
Asahi - Dry Zero Beer 350ml x3 (#029991_3) (Parallel Import),350ml x3
Heineken - Heineken - Heineken Beer Canned-Full Case (330ml x 6cans) x 4 Random packaging,(330ml x 6cans) x 4
Vittel - Vittel Natural Mineral Water (France) 500ml x 24-Pack | Rich in Calcium & Magnesium-Parallel Import,24×500ml
San Pellegrino - San Pellegrino Sparkling Mineral Water 6x500ml  (plastic bottle) Random Packing,6x500ml
vida - Vitamin C Blackcurrant Flavor Low Sugar Sparkling Water 325MLX4#Soda #No Sugar #Tonic Water #Fitness,
Sant'Anna - 原箱 意大利Sant'Anna天然礦泉水 NATURALE MINERAL WATER 原箱 ( 大支裝 -6x1.5L)#1810001 #Random for old/new packaging,
HUNG FOOK TONG - [Full box 24 bottles] Oatmeal SoyMilk (500mlx24)[原箱24樽] 燕麥豆乳(500ml x 24) BBF:8-1-27,500ml x 24
Awastea - Osmanthus Oolong Tea 20 Pieces/Pack (Nuded Packing) ~,
ITO EN - Japan ITO EN Tully's Barista's Sugarless Café Latte Bottled – 6 Bottles x 370ml/ Parallel Import,6 Bottles x 370ml
SANGARIA - SANGARIA Top Class Tea-Leaf Ginpo100% ( Jasmine Tea ) Bottled 6x500ml,6x500ml
Vitasoy - Vitasoy - Full Case Low Sugar Soya Bean Milk 250ml (250ml x 6 ) x 4,
Volvic - [Dealer's Goods of HK] [Full Case]  France Natural Mineral Water Sports Cap (750mL X 12),750ml x 12
KIRIN - Afternoon Tea Non sugar Milk Tea x 24,500ml x 24
Teisseire - Elderflower Syrup｜No.1 in France｜Made in France,700ml
Vita - Vita - Full Case Guava Juice (250ml x 6 ) x 4,
Wakasho - Gel lemon flavored Chia Seed Konjac juice Jelly healthy snack  (10 packs) parallel import,檸檬味奇亞籽蒟蒻175g（10個裝)
"LDC - [Japanese Tea] LDC Jasmine Tea No Sugar & Caffeine-Free (Bottle) – 6 Bottles x 500ml,Parallel Import",6 Bottles x 500ml
SINGHA - Singha Original Glass Bottle Soda Water - 8x 325mls - Parallel Imported,8×325ml
Pepsi - PEPSI ZERO SUGAR 330ML x 24 Cans,330ml x 24 cans
VOSS - VOSS - Norway Voss Sparkling Natural Mineral Water (Large Glass Bottle) Original Case 12x800ml,12x800 ml
S.Pellegrino - San Pellegrino Italian natural mineral water with gas -6x 500 ml,6x500ml
TW - [Full Case] All in One Instant Sumiyaki Coffee,14gx12 Sachetsx12
Suntory - All-Free Non-Alcoholic Weight Loss Beer 350ml x3 (#331358_3)(Random Delivery),350ml x3
Remedy Drinks - SODALY Yuzu Lemon 250mlx4,250ml x 4
加多寶 - Jia Duo Bao Herbal Tea Canned - Full case 310ml (Random Packing),24x310ml
Suntory - 三得利 Goma Mugicha Tea 1050ml x 12 (Full Case),1050ml x 12
COOL Water - [Full Case] Purified Water (5L X 4),5L X 4
SANGARIA - [Japan Made]-Popping Grape Soda Mini Can - Full Case 250ml Parallel Import,30x250ml
Fever Tree - ELDERFLOWER TONIC WATER 200ml * 24 bottles (Full case),200ml x 24
Fontana - [Full Case] Cranberry Juice - 1L x 12 bottles,1L  x 12
