Product Name,Product Brand,Product SpecValue,Product SpecMultiplier,Product SpecUnit,Product NameCleaned,Product NameComprehensive
Nestlé - PURE LIFE AIR MINERAL Water - Full case 600ml x 24 (Parallel Imported Products),NESTLE,600,24,ml,nestl  pure life air mineral water      ed products,NESTLE Nestlé - PURE LIFE AIR MINERAL Water - Full case 600ml x 24 (Parallel Imported Products) 600mlx24
Vitasoy - Vitasoy - Full Case Calci-Plus Hi-Calcium Original Soya Milk (250ml x 6) x 4,VITASOY,250,6,ml,calciplus hicalcium original soya milk  x,VITASOY Vitasoy - Vitasoy - Full Case Calci-Plus Hi-Calcium Original Soya Milk (250ml x 6) x 4 250mlx6
Asahi - 原箱 日本版ASAHI朝日Wonda微甜咖啡 原箱 30x185ml #3360912 Mild Sweet Coffee #新舊包裝隨機發貨#Random for old/new packaging,ASAHI,185,30,ml,wonda    mild sweet coffee  for oldnew,ASAHI Asahi - 原箱 日本版ASAHI朝日Wonda微甜咖啡 原箱 30x185ml #3360912 Mild Sweet Coffee #新舊包裝隨機發貨#Random for old/new packaging 185mlx30
Oronamin C - Olemi C - Sports Energy Drink [Original Box] 24x120ml - Parallel Import,ORONAMIN C,120,24,ml,olemi c  sports energy drink original box,ORONAMIN C Oronamin C - Olemi C - Sports Energy Drink [Original Box] 24x120ml - Parallel Import 120mlx24
ITO EN - Fat-reducing thick matcha green tea powder Either hot or cold 80g Parallel import,ITO EN,80,1,g,fatreducing thick matcha green tea powder either hot or cold,ITO EN ITO EN - Fat-reducing thick matcha green tea powder Either hot or cold 80g Parallel import 80gx1
SINGHA - Shengshi [8 Glass Bottles] Comb Water -8 x 325 ml (new and old packaging randomly sent),SINGHA,325,8,ml,shengshi  glass s comb water  x   new and old  ly sent,SINGHA SINGHA - Shengshi [8 Glass Bottles] Comb Water -8 x 325 ml (new and old packaging randomly sent) 325mlx8
Shirakami - Shirakami Mountain Mineral Water 500ml Bottle x24 (1 Box),SHIRAKAMI,500,24,ml,mountain mineral water   x  box,SHIRAKAMI Shirakami - Shirakami Mountain Mineral Water 500ml Bottle x24 (1 Box) 500mlx24
Vita - Vita - Full Case Cold Brew No Sugar Tie Guan Yin Tea (860ml ) x 12,VITA,860,12,ml,cold brew no sugar tie guan yin tea   x,VITA Vita - Vita - Full Case Cold Brew No Sugar Tie Guan Yin Tea (860ml ) x 12 860mlx12
Suntory - Natural Mineral Water Orange & Mango Mixed Juice Drink Bottled – 6 Bottles  x 600ml-Parallel Import,SUNTORY,600,6,ml,natural mineral water orange  mango mixed juice drink d   s  x,SUNTORY Suntory - Natural Mineral Water Orange & Mango Mixed Juice Drink Bottled – 6 Bottles  x 600ml-Parallel Import 600mlx6
7up - 原箱 輕怡7up七喜汽水香橙檸檬味 原箱 (24x330ml) #13212020 7up Free Lemon & Clementine Flavour Soft Drink,7UP,330,24,ml,free lemon  clementine flavour soft drink,7UP 7up - 原箱 輕怡7up七喜汽水香橙檸檬味 原箱 (24x330ml) #13212020 7up Free Lemon & Clementine Flavour Soft Drink 330mlx24
Chang - Thai Elephant Chang Soda Water 0 Fat 0 calories Refreshing (6 bottles)-Parallel Imported,CHANG,325,6,ml,thai elephant  soda water  fat  calories refreshing  s ed,CHANG Chang - Thai Elephant Chang Soda Water 0 Fat 0 calories Refreshing (6 bottles)-Parallel Imported 325mlx6
Nongfu Spring - Nongfu Spring [New Product] Natural mineral water (sports cap)  Full Case 24 x 535ml Random Packing,NONGFU SPRING,535,24,ml,new product natural mineral water sports cap     x,NONGFU SPRING Nongfu Spring - Nongfu Spring [New Product] Natural mineral water (sports cap)  Full Case 24 x 535ml Random Packing 535mlx24
HOKKAIDO KUROMATSUNAI - 【Full Case】SUISAINO MORI Water 2L(6Packs) (Packaging May Vary)(EXP:2028.03.30),HOKKAIDO KUROMATSUNAI,2,6,l,suisaino mori water lpacks  may varyexp,HOKKAIDO KUROMATSUNAI HOKKAIDO KUROMATSUNAI - 【Full Case】SUISAINO MORI Water 2L(6Packs) (Packaging May Vary)(EXP:2028.03.30) 2lx6
Authentic Tea House - Authentic Tea House - Yunmo Japanese Green Tea (No Sugar) Hong Kong Official Version -24x500ml,AUTHENTIC TEA HOUSE,500,24,ml,yunmo japanese green tea no sugar hong kong official version,AUTHENTIC TEA HOUSE Authentic Tea House - Authentic Tea House - Yunmo Japanese Green Tea (No Sugar) Hong Kong Official Version -24x500ml 500mlx24
Vitasoy - Vitasoy - Full Case Calci Plus Hi-calcium Oat Soya Drink (250ml x 6) x 4,VITASOY,250,6,ml,calci plus hicalcium oat soya drink  x,VITASOY Vitasoy - Vitasoy - Full Case Calci Plus Hi-calcium Oat Soya Drink (250ml x 6) x 4 250mlx6
Chang - Chang Soda Water [Glass bottle] (12 bottles) 12x325mL# Soda water # Thai soda water # soda water,CHANG,325,12,ml,soda water glass   s  soda water  thai soda water  soda water,CHANG Chang - Chang Soda Water [Glass bottle] (12 bottles) 12x325mL# Soda water # Thai soda water # soda water 325mlx12
"HUNG FOOK TONG - [Full case] Low sugar ""candied dates"" Prunella vulgaris (500mlx24) [原箱]""蜜棗""夏枯草BBF:13-12-26",HUNG FOOK TONG,500,24,ml,low sugar candied dates prunella vulgaris mlx bbf,"HUNG FOOK TONG HUNG FOOK TONG - [Full case] Low sugar ""candied dates"" Prunella vulgaris (500mlx24) [原箱]""蜜棗""夏枯草BBF:13-12-26 500mlx24"
"BREMNER'S - 100% Pure Cranberry Juice 100ml (2Bags)(No Additives, No Preservatives)",BREMNER'S,100,2,ml,pure cranberry juice  bagsno additives no preservatives,"BREMNER'S BREMNER'S - 100% Pure Cranberry Juice 100ml (2Bags)(No Additives, No Preservatives) 100mlx2"
星巴克 - Chocolate Hazelnut by Nespresso®  [Applicable to Nespresso Coffee Machine][D53]EXP:21.11.2026,STARBUCKS,10,1,servings,chocolate hazelnut by nespresso  applicable to nespresso coffee machinedexp,STARBUCKS 星巴克 - Chocolate Hazelnut by Nespresso®  [Applicable to Nespresso Coffee Machine][D53]EXP:21.11.2026 10servingsx1
watsons - 原箱 屈臣氏蒸餾水 原箱 12x1250ml (1.25公升) #FPP40660  Watsons Pure Distilled Water #臣之水,WATSONS,1250,12,ml,pure distilled water,WATSONS watsons - 原箱 屈臣氏蒸餾水 原箱 12x1250ml (1.25公升) #FPP40660  Watsons Pure Distilled Water #臣之水 1250mlx12
ACQUA PANNA - Acqua Panna Italian Natural Spring Water 12x250ml Glass Bottles | Old/New Pack Random,ACQUA PANNA,250,12,ml,italian natural spring water xml glass s  oldnew pack,ACQUA PANNA ACQUA PANNA - Acqua Panna Italian Natural Spring Water 12x250ml Glass Bottles | Old/New Pack Random 250mlx12
星巴克 - [N6843] Breakfast Blend by Nespresso® [Applicable to Nespresso® Coffee Machine] [C30] [Random pkg],STARBUCKS,10,1,servings,n breakfast blend by nespresso applicable to nespresso coffee machine c  pkg,STARBUCKS 星巴克 - [N6843] Breakfast Blend by Nespresso® [Applicable to Nespresso® Coffee Machine] [C30] [Random pkg] 10servingsx1
Asahi - PLUS Calpis Amir W Yogurt drink 100ml x 30 (Full Case),ASAHI,100,30,ml,plus calpis amir w yogurt drink,ASAHI Asahi - PLUS Calpis Amir W Yogurt drink 100ml x 30 (Full Case) 100mlx30
CHI FOREST - Chi Forest Vitamin C Orange Sparkling Water 480ml×15 Bottles | 0 Sugar 0 Fat 0 Calorie,CHI FOREST,480,15,ml,vitamin c orange sparkling water  s   sugar  fat  calorie,CHI FOREST CHI FOREST - Chi Forest Vitamin C Orange Sparkling Water 480ml×15 Bottles | 0 Sugar 0 Fat 0 Calorie 480mlx15
"BREMNER'S - 原箱 加拿大BREMNER'S 100%純蔓越莓汁 原箱(12x100ml) #4001228 100% Pure Cranberry Juice(抗衰老, 增强免疫系统) #新舊包裝隨機發貨",BREMNER'S,100,12,ml,pure cranberry juice,"BREMNER'S BREMNER'S - 原箱 加拿大BREMNER'S 100%純蔓越莓汁 原箱(12x100ml) #4001228 100% Pure Cranberry Juice(抗衰老, 增强免疫系统) #新舊包裝隨機發貨 100mlx12"
SANLIN - SANLIN 100% Thai Coconut Water 12x330ml#NoAdd#NotFromConcentrate ReadyToDrink ParallelImport,SANLIN,330,12,ml,thai coconut water  readytodrink,SANLIN SANLIN - SANLIN 100% Thai Coconut Water 12x330ml#NoAdd#NotFromConcentrate ReadyToDrink ParallelImport 330mlx12
Whittard - Parallel Import Whittard Hot Chocolate Powder 350g Can (BB Aug 2027),WHITTARD,350,1,g,hot chocolate powder  can bb aug,WHITTARD Whittard - Parallel Import Whittard Hot Chocolate Powder 350g Can (BB Aug 2027) 350gx1
You C1000 - You C1000 Vitamin Health Drink Lemon(Glass Bottle) - Full Case 30x140ml,YOU C1000,140,30,ml,vitamin health drink lemonglass,YOU C1000 You C1000 - You C1000 Vitamin Health Drink Lemon(Glass Bottle) - Full Case 30x140ml 140mlx30
evian - [Dealer's Goods of HK] [Full Case]  膠樽裝 France Evian Natural Mineral Water (1L X 12),EVIAN,1,12,l,dealers goods of hk     france  natural mineral water,EVIAN evian - [Dealer's Goods of HK] [Full Case]  膠樽裝 France Evian Natural Mineral Water (1L X 12) 1lx12
Asahi - Asahi [Full Case] Lipolysis Olong Tea 2L x 6 4514603307818 expiry 2026/10,ASAHI,2,6,l,lipolysis olong tea,ASAHI Asahi - Asahi [Full Case] Lipolysis Olong Tea 2L x 6 4514603307818 expiry 2026/10 2lx6
奈雪的茶 - Naixue's Tea Dark Plum Lemon Tea (Low Sugar) (Paper Packaging) 4x(6x250ml)-Parallel Import,NAIXUE'S TEA,250,24,ml,dark plum lemon tea low sugar paper  xxml,NAIXUE'S TEA 奈雪的茶 - Naixue's Tea Dark Plum Lemon Tea (Low Sugar) (Paper Packaging) 4x(6x250ml)-Parallel Import 250mlx24
Nongfu Spring - Oriental Leaf Sugar Free Jasmine Tea (Bottled) 6x500ml (Parallel Imported),NONGFU SPRING,500,6,ml,oriental leaf sugar free jasmine tea d   ed,NONGFU SPRING Nongfu Spring - Oriental Leaf Sugar Free Jasmine Tea (Bottled) 6x500ml (Parallel Imported) 500mlx6
Bonaqua - Mineralized Water (100% Recycled Plastic Bottle) 1.5L PET 12P,BONAQUA,5,12,ltr,mineralized water  recycled plastic  l pet p,BONAQUA Bonaqua - Mineralized Water (100% Recycled Plastic Bottle) 1.5L PET 12P 5ltrx12
CHI FOREST - Chi Forest Grape Delight Flavour Sparkling Water- 480ml,CHI FOREST,480,1,ml,grape delight flavour sparkling water,CHI FOREST CHI FOREST - Chi Forest Grape Delight Flavour Sparkling Water- 480ml 480mlx1
Tao Ti - Authentic premium - Full Case chrysanthemum oolong tea (250ml x 6) x 4,TAO TI,250,6,ml,authentic premium    chrysanthemum oolong tea  x,TAO TI Tao Ti - Authentic premium - Full Case chrysanthemum oolong tea (250ml x 6) x 4 250mlx6
VICTORY - Victory Natural Water Pure Forest Bottled - Full Case 2L,VICTORY,2,6,l,natural water pure forest d,VICTORY VICTORY - Victory Natural Water Pure Forest Bottled - Full Case 2L 2lx6
VPLUS Lifestyle Shop - #28 Italian Cheese Grapefruit Chocolate Espresso Beans #Golden Bean Award Coffee Beans BBD:13 MAY 27,VPLUS LIFESTYLE SHOP,120,1,g,italian cheese grapefruit chocolate espresso beans  bean award coffee beans bbd may,VPLUS LIFESTYLE SHOP VPLUS Lifestyle Shop - #28 Italian Cheese Grapefruit Chocolate Espresso Beans #Golden Bean Award Coffee Beans BBD:13 MAY 27 120gx1
BLUE DIAMOND - Almond Breeze Unsweetened Barista Blend 946ml x 3 #Vegan #almondmilk,BLUE DIAMOND,946,3,ml,almond breeze unsweetened barista blend,BLUE DIAMOND BLUE DIAMOND - Almond Breeze Unsweetened Barista Blend 946ml x 3 #Vegan #almondmilk 946mlx3
SANLIN - Sanlin 100% Thailand Coconut Water SANLIN Coconut Water -   1 liter-Parallel imports,SANLIN,1000,1,ml,thailand coconut water  coconut water     liter s,SANLIN SANLIN - Sanlin 100% Thailand Coconut Water SANLIN Coconut Water -   1 liter-Parallel imports 1000mlx1
Tao Ti - Tao Ti Supreme Osmanthus Green Tea - Full Case (250ml x 6) x 4,TAO TI,250,6,ml,supreme osmanthus green tea     x,TAO TI Tao Ti - Tao Ti Supreme Osmanthus Green Tea - Full Case (250ml x 6) x 4 250mlx6
Sanitarium - So Good Regular Soy Milk  at least 3month shelf life,SANITARIUM,1,1,l,so good regular soy milk  at least month shelf life,SANITARIUM Sanitarium - So Good Regular Soy Milk  at least 3month shelf life 1lx1
CHI FOREST - Chi Forest Grape Delight Flavour Sparkling Water [15 Bottles in Original Box] - (15x480ml),CHI FOREST,480,15,ml,grape delight flavour sparkling water  s in original box,CHI FOREST CHI FOREST - Chi Forest Grape Delight Flavour Sparkling Water [15 Bottles in Original Box] - (15x480ml) 480mlx15
"HUNG FOOK TONG - [6 bottles] Low sugar ""candied dates"" Prunella vulgaris(500ml x 6) 6樽 蜜棗""夏枯草BBF:13-12-26",HUNG FOOK TONG,500,6,ml,s low sugar candied dates prunella vulgaris  bbf,"HUNG FOOK TONG HUNG FOOK TONG - [6 bottles] Low sugar ""candied dates"" Prunella vulgaris(500ml x 6) 6樽 蜜棗""夏枯草BBF:13-12-26 500mlx6"
Vita - [Full case]  Distilled Water (700ml X 24),VITA,700,24,ml,distilled water,VITA Vita - [Full case]  Distilled Water (700ml X 24) 700mlx24
Vitamont - Organic Pure Cranberry Juice (500 ML) | Best Before Date:16/05/2027 (D/M/Y),VITAMONT,500,1,ml,organic pure cranberry juice    best before date dmy,VITAMONT Vitamont - Organic Pure Cranberry Juice (500 ML) | Best Before Date:16/05/2027 (D/M/Y) 500mlx1
Suntory - Natural Mineral Water Orange & Mango Mixed Juice Drink Bottled – Full Case 600ml-[Parallel Import],SUNTORY,600,24,ml,natural mineral water orange  mango mixed juice drink d,SUNTORY Suntory - Natural Mineral Water Orange & Mango Mixed Juice Drink Bottled – Full Case 600ml-[Parallel Import] 600mlx24
Vita - Vita - Full Case Tsing Sum Zhan Honey Lime Healthy Drink (250ml x 6) x 4,VITA,250,6,ml,tsing sum zhan honey lime healthy drink  x,VITA Vita - Vita - Full Case Tsing Sum Zhan Honey Lime Healthy Drink (250ml x 6) x 4 250mlx6
BLUE DIAMOND - Blue Diamond Almond Breeze Unsweetened (Original) - Full Case 946ml,BLUE DIAMOND,946,12,ml,almond breeze unsweetened original,BLUE DIAMOND BLUE DIAMOND - Blue Diamond Almond Breeze Unsweetened (Original) - Full Case 946ml 946mlx12
Authentic Tea House - Full case - Cold Brew Japanese Deep-Steamed Green Tea - Full Case 500ml,AUTHENTIC TEA HOUSE,500,24,ml,cold brew japanese deepsteamed green tea,AUTHENTIC TEA HOUSE Authentic Tea House - Full case - Cold Brew Japanese Deep-Steamed Green Tea - Full Case 500ml 500mlx24
Robiff - Robiff Oolong Tea_Full Case (500ml) x 24,ROBIFF,500,24,ml,oolong tea_   x,ROBIFF Robiff - Robiff Oolong Tea_Full Case (500ml) x 24 500mlx24
Lotte - [Full case] korea Trevi Sparkling Water (Lime Flavoured) (500ml X 20),LOTTE,500,20,ml,korea trevi sparkling water lime flavoured,LOTTE Lotte - [Full case] korea Trevi Sparkling Water (Lime Flavoured) (500ml X 20) 500mlx20
Binggrae - Korean Strawberry Milk Light 6pcs,BINGGRAE,200,6,ml,korean strawberry milk light pcs,BINGGRAE Binggrae - Korean Strawberry Milk Light 6pcs 200mlx6
Vitasoy - Vitasoy -Full Case VitaOat Oat Milk (250ml x 6) x 4,VITASOY,250,6,ml,vitaoat oat milk  x,VITASOY Vitasoy - Vitasoy -Full Case VitaOat Oat Milk (250ml x 6) x 4 250mlx6
Volvic - [Dealer's Goods of HK] [Full Case]  膠樽裝 France Volvic富維克 Natural Mineral Water (1.5L X 12),VOLVIC,5,12,l,dealers goods of hk     france  natural mineral water,VOLVIC Volvic - [Dealer's Goods of HK] [Full Case]  膠樽裝 France Volvic富維克 Natural Mineral Water (1.5L X 12) 5lx12
AVALANCHE - (BBD:30/08/2027) 99% SF Flat White Instant Coffee Mix 14g x 10 (2723),AVALANCHE,14,10,g,bbd  sf flat white instant coffee mix,AVALANCHE AVALANCHE - (BBD:30/08/2027) 99% SF Flat White Instant Coffee Mix 14g x 10 (2723) 14gx10
TAYLOR - 4 bottles x Taylor Deep Water - Green Plum (180ml),TAYLOR,180,4,ml,s x  deep water  green plum,TAYLOR TAYLOR - 4 bottles x Taylor Deep Water - Green Plum (180ml) 180mlx4
Vitasoy - Vitasoy - No Added Sugar Soya Bean Milk (250ml x 6 ) x 4,VITASOY,250,6,ml,no added sugar soya bean milk   x,VITASOY Vitasoy - Vitasoy - No Added Sugar Soya Bean Milk (250ml x 6 ) x 4 250mlx6
Tao Ti - Tao Ti - Supreme Meta Tea - Full box (No Sugar) (250ml x 6) x 4,TAO TI,250,6,ml,supreme meta tea   box no sugar  x,TAO TI Tao Ti - Tao Ti - Supreme Meta Tea - Full box (No Sugar) (250ml x 6) x 4 250mlx6
Vitasoy - Vitasoy - Full Case Malted Soybean Milk Bottle (480ml ) x 24,VITASOY,480,24,ml,malted soybean milk    x,VITASOY Vitasoy - Vitasoy - Full Case Malted Soybean Milk Bottle (480ml ) x 24 480mlx24
Rabenhorst - RB009 - 4004192004255 Organic Beetroot Multifruit Juice 750mL No Sugar Added- Imported from Germany,RABENHORST,750,1,ml,rb   organic beetroot multifruit juice  no sugar added ed from germany,RABENHORST Rabenhorst - RB009 - 4004192004255 Organic Beetroot Multifruit Juice 750mL No Sugar Added- Imported from Germany 750mlx1
"Schweppes - Yuquan Schweppes Soda Water - 320ml x 6 cans(tall cans)｜No Sugar, No Calories｜Bubbly Level Imported",SCHWEPPES,320,6,ml,yuquan  soda water   x  canstall cansno sugar no caloriesbubbly level ed,"SCHWEPPES Schweppes - Yuquan Schweppes Soda Water - 320ml x 6 cans(tall cans)｜No Sugar, No Calories｜Bubbly Level Imported 320mlx6"
Vita - Vita - Full Case YSX Lemon Tea (250ml x 6 ) x 4,VITA,250,6,ml,ysx lemon tea   x,VITA Vita - Vita - Full Case YSX Lemon Tea (250ml x 6 ) x 4 250mlx6
San Pellegrino - San Pellegrino -意大利柠檬味果汁有汽水【6罐装】- 6x330毫升有气（新旧包装随机发送）,SAN PELLEGRINO,330,6,ml,x,SAN PELLEGRINO San Pellegrino - San Pellegrino -意大利柠檬味果汁有汽水【6罐装】- 6x330毫升有气（新旧包装随机发送） 330mlx6
AQUA Pacific - Aqua Pacific - Fiji Natural Deep Mineral Water [Original Box] 12x1.5L (Parallel Import),AQUA PACIFIC,5,12,l,fiji natural deep mineral water original box,AQUA PACIFIC AQUA Pacific - Aqua Pacific - Fiji Natural Deep Mineral Water [Original Box] 12x1.5L (Parallel Import) 5lx12
Remedy Drinks - Australian Organic KOMBUCHA-Ginger Lemon 250ml x 4   (BBD DEC 2026或之後 or onwards),REMEDY DRINKS,250,4,ml,australian organic kombuchaginger lemon  x    bbd dec  or onwards,REMEDY DRINKS Remedy Drinks - Australian Organic KOMBUCHA-Ginger Lemon 250ml x 4   (BBD DEC 2026或之後 or onwards) 250mlx4
FRECIOUS Fuji - 原箱 日本版世界文化遺產富士山之銘水 原箱 (24x500ml) #170587/#170485 MOUNTAIN FUJI NATURAL WATER #行貨#新舊包裝隨機發貨,FRECIOUS FUJI,500,24,ml,mountain fuji natural water,FRECIOUS FUJI FRECIOUS Fuji - 原箱 日本版世界文化遺產富士山之銘水 原箱 (24x500ml) #170587/#170485 MOUNTAIN FUJI NATURAL WATER #行貨#新舊包裝隨機發貨 500mlx24
Surf - [Japan Made]＊Tohobijin Tea Fragrant Olive 6 Bottles x 500ml - Osmanthus Oolong Tea,SURF,500,6,ml,japan madetohobijin tea fragrant olive  s x   osmanthus oolong tea,SURF Surf - [Japan Made]＊Tohobijin Tea Fragrant Olive 6 Bottles x 500ml - Osmanthus Oolong Tea 500mlx6
Daioni organic - 原箱 (藍色盒)MILK Daioni Organic 綠牛牛有機全脂牛奶 原箱(12 x 1000ml )  Milk Whole 3.5% Fat#新舊包裝隨機發貨,DAIONI ORGANIC,1000,12,ml,milk      milk whole  fat,DAIONI ORGANIC Daioni organic - 原箱 (藍色盒)MILK Daioni Organic 綠牛牛有機全脂牛奶 原箱(12 x 1000ml )  Milk Whole 3.5% Fat#新舊包裝隨機發貨 1000mlx12
"San Pellegrino - San Pellegrino [6 Bottles] Italian Natural Mineral Water with Gas - (Glass Bottles) 6x250 ml, import",SAN PELLEGRINO,250,6,ml,s italian natural mineral water with gas  glass s,"SAN PELLEGRINO San Pellegrino - San Pellegrino [6 Bottles] Italian Natural Mineral Water with Gas - (Glass Bottles) 6x250 ml, import 250mlx6"
San Pellegrino - San Pellegrino (Plastic Bottle) Mineral Sparkling Water Italy - Full Case 12x1L,SAN PELLEGRINO,1,12,l,plastic  mineral sparkling water italy,SAN PELLEGRINO San Pellegrino - San Pellegrino (Plastic Bottle) Mineral Sparkling Water Italy - Full Case 12x1L 1lx12
Fever Tree - Fever Tree Indian Tonic Water (Yellow Can) (Original Box) (150mlx8)x3-- Parallel ImportEXP:2026-10-3,FEVER TREE,150,24,ml,indian tonic water yellow can original box mlxx  exp,FEVER TREE Fever Tree - Fever Tree Indian Tonic Water (Yellow Can) (Original Box) (150mlx8)x3-- Parallel ImportEXP:2026-10-3 150mlx24
HUNG FOOK TONG - [6 bottles] 6 Lemon Juice With Honey Drink (Low sugar) (500ml x 6 bottles) 爆檸蜜  BBF:6-3-27,HUNG FOOK TONG,500,6,ml,s  lemon juice with honey drink low sugar  s   bbf,HUNG FOOK TONG HUNG FOOK TONG - [6 bottles] 6 Lemon Juice With Honey Drink (Low sugar) (500ml x 6 bottles) 爆檸蜜  BBF:6-3-27 500mlx6
AVALANCHE - (BBD:16/02/2027) Café Style Caramel Latte Instant Coffee Mix 16g x 10(2662),AVALANCHE,16,10,g,bbd caf style caramel latte instant coffee mix,AVALANCHE AVALANCHE - (BBD:16/02/2027) Café Style Caramel Latte Instant Coffee Mix 16g x 10(2662) 16gx10
NESTEA - Nestea Honey Pear Tea - full case  (250ml X 6 ) x 4,NESTEA,250,6,ml,honey pear tea      x   x,NESTEA NESTEA - Nestea Honey Pear Tea - full case  (250ml X 6 ) x 4 250mlx6
ITO EN - Health Mineral Barley Tea 2L x 6,ITO EN,2,6,l,health mineral barley tea,ITO EN ITO EN - Health Mineral Barley Tea 2L x 6 2lx6
東鵬 - Eastroc Vitamin Energy Drink 250ML * 24 Bottles per Case Hong Kong Version Original Box,EASTROC,250,24,ml,vitamin energy drink    s per  hong kong version original box,EASTROC 東鵬 - Eastroc Vitamin Energy Drink 250ML * 24 Bottles per Case Hong Kong Version Original Box 250mlx24
Authentic Tea House - Authentic Tea House - Dahongpao Oolong Tea (No Sugar) Hong Kong Official Version (500ml x 6),AUTHENTIC TEA HOUSE,500,6,ml,dahongpao oolong tea no sugar hong kong official version  x,AUTHENTIC TEA HOUSE Authentic Tea House - Authentic Tea House - Dahongpao Oolong Tea (No Sugar) Hong Kong Official Version (500ml x 6) 500mlx6
MORIYAMA - Japan Moriyama Cocoa Drink 1000g x 1 (BBD : 2027.01.27) #ChocolateMilk #CocoaMilk #1L,MORIYAMA,1000,1,g,japan  cocoa drink  bbd,MORIYAMA MORIYAMA - Japan Moriyama Cocoa Drink 1000g x 1 (BBD : 2027.01.27) #ChocolateMilk #CocoaMilk #1L 1000gx1
Sprite - Full case - Lemon and Lime Flavoured Soda (330ml X 8) X 3,SPRITE,330,3,ml,lemon and lime flavoured soda  x  x,SPRITE Sprite - Full case - Lemon and Lime Flavoured Soda (330ml X 8) X 3 330mlx3
Fever Tree - Fever Tree Indian Tonic Water (Yellow Can) 8 x 150 ml -- Parallel Import EXP:2026-10-30,FEVER TREE,150,8,ml,indian tonic water yellow can  x      exp,FEVER TREE Fever Tree - Fever Tree Indian Tonic Water (Yellow Can) 8 x 150 ml -- Parallel Import EXP:2026-10-30 150mlx8
ITO EN - Drink Black vinegar Functional Drink Health No addition to reduce fatigue 200ml X24P parallel import,ITO EN,200,24,ml,drink black vinegar functional drink health no addition to reduce fatigue  xp,ITO EN ITO EN - Drink Black vinegar Functional Drink Health No addition to reduce fatigue 200ml X24P parallel import 200mlx24
Asahi - Asahi [Full Case] Lipolysis Green Tea 2L x 6 BBD 2027/01,ASAHI,2,6,l,lipolysis green tea  bbd,ASAHI Asahi - Asahi [Full Case] Lipolysis Green Tea 2L x 6 BBD 2027/01 2lx6
evian - Natural Mineral Water (Dealer Goods of Hong Kong) Full Case (330ml) x 24,EVIAN,330,24,ml,natural mineral water dealer goods of hong kong    x,EVIAN evian - Natural Mineral Water (Dealer Goods of Hong Kong) Full Case (330ml) x 24 330mlx24
ITO EN - Health Mineral Black Beans Barley Tea 650ml x 24 (Full Case),ITO EN,650,24,ml,health mineral black beans barley tea,ITO EN ITO EN - Health Mineral Black Beans Barley Tea 650ml x 24 (Full Case) 650mlx24
QUEST NUTRITION - Chocolate Protein Shake 325MLX4 Best Before: 20/09/2026,QUEST NUTRITION,3,1,l,chocolate protein shake mlx best before,QUEST NUTRITION QUEST NUTRITION - Chocolate Protein Shake 325MLX4 Best Before: 20/09/2026 3lx1
Relax Eat - Monk fruit With Allulose Sweetener  ⭕Bestbefore 03/2027⭕,RELAX EAT,400,1,g,monk fruit with allulose sweetener  bestbefore,RELAX EAT Relax Eat - Monk fruit With Allulose Sweetener  ⭕Bestbefore 03/2027⭕ 400gx1
Nongfu Spring - Nongfu Spring - Natural Water - Full Case 4x4.5L,NONGFU SPRING,5,4,l,natural water,NONGFU SPRING Nongfu Spring - Nongfu Spring - Natural Water - Full Case 4x4.5L 5lx4
Waterloo - Strawberry Naturally Sparkling Water | 6 cans | Best Before 17 Jan 2027,WATERLOO,355,6,ml,strawberry naturally sparkling water   cans  best before  jan,WATERLOO Waterloo - Strawberry Naturally Sparkling Water | 6 cans | Best Before 17 Jan 2027 355mlx6
KIRIN - Fire Coffee Black coffee x 6,KIRIN,185,6,g,fire coffee black coffee x,KIRIN KIRIN - Fire Coffee Black coffee x 6 185gx6
Nestlé - 3 IN 1 ACTIV-GO MILO Malt Drink 27g x 8 [C30],NESTLE,27,8,g,nestl   in  activgo milo malt drink  c,NESTLE Nestlé - 3 IN 1 ACTIV-GO MILO Malt Drink 27g x 8 [C30] 27gx8
Vita - Vita - Full Case Low Sugar Lemon Tea (330ml ) x 24,VITA,330,24,ml,low sugar lemon tea   x,VITA Vita - Vita - Full Case Low Sugar Lemon Tea (330ml ) x 24 330mlx24
CHI FOREST - Chi Forest - [Vitamin C Orange Flavor] Soda Bubble Water Original Tank 15x480ml,CHI FOREST,480,15,ml,vitamin c orange flavor soda bubble water original tank xml,CHI FOREST CHI FOREST - Chi Forest - [Vitamin C Orange Flavor] Soda Bubble Water Original Tank 15x480ml 480mlx15
Nongfu Spring - Nongfu Spring  Oriental Leaf Tangerine Peel White Tea Full Case  - 500ml x 15 Bottles,NONGFU SPRING,500,15,ml,oriental leaf tangerine peel white tea      x  s,NONGFU SPRING Nongfu Spring - Nongfu Spring  Oriental Leaf Tangerine Peel White Tea Full Case  - 500ml x 15 Bottles 500mlx15
NESTEA - Nestea Ice Rush Lemon Tea - full case (480ml x 24P),NESTEA,480,1,ml,ice rush lemon tea     x p,NESTEA NESTEA - Nestea Ice Rush Lemon Tea - full case (480ml x 24P) 480mlx1
Red Bull - (Glass Bottle) Red Bull Energy Drink - 10 Bottles x 150ml,RED BULL,150,10,ml,glass   energy drink   s x,RED BULL Red Bull - (Glass Bottle) Red Bull Energy Drink - 10 Bottles x 150ml 150mlx10
